id,tweet,label,length
train_yoruba_03277,"""hot fluffy moimoi straight out of the pot. oya bring your soft bread or ijebu garri😋 . . #moimoi #moimoielewe #leafmoimoi #beanpudding #africancake #nigerianfood #naijafood #naijafoodie #abujafoodie #lagosfoodie #lannyskitchen #abujacaterer #abujavendor #abujabasedcaterer ##url",Normal,279
dev_yoruba_00197,"""some of these fc's are using the death of his son to mock him.  ani eleribu lo poju ninu yin. music twitter &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;""",Abuse,150
train_yoruba_02031,"""abuja first flagship store opening @username 🔥🔥  #oraimogreenworld 🥳🥳 @ odogbolu - ijebu ode.. ##url",Normal,101
dev_yoruba_00131,"""ẹwà werey wa ni owo eyin omo ti eh ni rán yi sha ##url",Abuse,55
train_yoruba_00256,"""@username ijebu ososa / ijebu igbo / ijebu ode, ogun state. 😃""",Normal,63
train_yoruba_00278,nánínánínání ohun a ní là ń nání mọ́ ya ọmọ àlè tí ń fọwọ́ òsì júwe ilée bàbáa rẹ̀,Abuse,82
train_yoruba_03416,ìgbà ò lọ bí òréré ayé ò lọ bí ọ̀pá ìbọn ọ̀rọ̀ ò wọ̀ mọ́ pẹ̀lú nta bàbá jìmí ṣólàńkẹ́ tún gba lọ àlọ́ tún tẹ̀síwájú,Normal,115
train_yoruba_01431,ajílété túmọ̀ sí = ajíléteogun a jí gbaradì fún ogun ni wọ́n fi ń ki ọmọ ògbómọ̀ṣọ́ ní ògbómọ̀ṣọ́ ajílété,Normal,105
train_yoruba_01177,àwọn ti àdó olóró bá lánàá a bá wọn kẹ́dùn olúwa tù wọ́n nú olódùmarè dáàbò bo àwa ìyókù,Normal,88
train_yoruba_02524,ṣàkì abẹ́ obìnrin ni wọ́n ní kí alákọrí òkóbó ó bọ̀,Abuse,51
train_yoruba_02658,"""omo ale ni gabriel, mo si fe to sara…""",Abuse,39
train_yoruba_00190,"""@username bat ja lulẹ ni osun a - àgbàdo p - plus c - cassava  pride goes before befall. ##url",Hate,95
train_yoruba_03387,"""@username awon alale ti kanyin si e lati eni lo.  ofo ni ti e , tomotomo  bi o ba kuure, o ni sunre.  ofo ti omi ewa nse, ti di ti e loni.   sisesise ti je ti e lati eni lo.   oni jere. awon toni e oni jere e.  won ma gbe e sin laipe.   ase gun, aro romo!""",Abuse,257
train_yoruba_01661,"""@username oloriburuku lawon ppl yi mehn!!!! 1.6billion to build a website!!!!! 😳😲😳😲😳😲😳😲 ē dè bèru olórun. #endbadgovernance #endsars #endpolicebrutality""",Abuse,154
train_yoruba_00112,odiin ighalo no,Normal,15
train_yoruba_02211,Olodo Gbadegide,Abuse,15
test_yoruba_00514,ọ̀rọ̀ òṣèlú ó dàbí òwe yoòbá kan ni okù lódò omi aṣiwèrè,Abuse,56
train_yoruba_02714,"""everyone making videos about 5 things i learnt this year. eyin oniro oshi e learn nkan nkan, afi iro yii sha.""",Abuse,111
test_yoruba_00291,"""chai eleyi ti ya werey ##url",Abuse,29
train_yoruba_02506,"""@username i'm as old as your father, but i'm more successful and i have sense more than him, ọmọ àlè játi játi""",Abuse,112
train_yoruba_00946,"""imagination bi ole bi ole por ni owo awon iyawo yahoo yi 😂😂 ##url",Abuse,66
train_yoruba_02122,Baba werey. Oshiwin eniyan. Emi lokan wey no get intellectual capacity to govern the whole federation  Mother fucker,Abuse,116
train_yoruba_00193,"""omo ale lo ma gbe iya é wa sori twitter fun drags!""",Abuse,52
train_yoruba_01959,"""awa gan o ri e.......olofo. ##url",Abuse,34
test_yoruba_00190,aarẹ waati gbogbo olori ilu wa ti ọrọ kan ẹ da iyanṣẹ lodi awọn ẹgbẹ olukọ faasiti duro tweetyoruba endasuustrike,Normal,113
train_yoruba_02454,wọ́n fẹ́ pa moses wa o,Normal,22
train_yoruba_02427,bii a ko baa rii eniyan fii eyin tii geege bii olee nii aa rii bii a koo baa rii eniyan gbe okan lee a tee ipa moo ise eni tii a koo baa rii eniyan baa laa a tii laa kii yaa boroboro dun nii ede,Normal,194
test_yoruba_00320,"""slangs of the year 2022 olopa ma ko everybody  emilokan  olule  oshe olohun o bojuminje  sapa  sope otilor vawulence  dey play  o tun ti zeh  warisi  shey you dey whine me nii? esope? bisabisa  breakfast  townhall different from bala blu  god bless pdapc  add yours 😂""",Abuse,269
dev_yoruba_00465,"""òrémi alówónlé tí’n ma’ń sárépè pèmí fún 2k urgent laaro yí èrù bàmí. ìgboro ti dàrú o 🙆🏿‍♂️""",Normal,94
train_yoruba_02171,"""bí a kòbá réni fèyìn tì bí òle làá rí, bí à kòbá réni gbára lé, a tera m'ósé eni...""",Normal,85
dev_yoruba_00160,dàda olórí ọ̀pẹ onírun àjíwun aráa lágelú tó dirun ọ̀run roboto tó sọra rẹ̀ di dàda ògbegun,Normal,91
train_yoruba_02344,"""@username ogun state, ijebu ode. ward 2""",Normal,41
test_yoruba_00626,"""i hope ole is happy now!  back to back loss in a week!  very well deserved 👏  oloshi omo alè""",Abuse,94
test_yoruba_00484,ashura ni iṣọtẹ ti olododo ati ominira pẹlu nọmba kekere igbagbọ ati ifẹ nla si awọn alade aafin ati awọn ikogun igberaga ati awọn olurannileti ogoji ti ashura lati fi si iwaju ti igbesi aye awujọ wa,Normal,199
dev_yoruba_00366,"""27th august, 2022: the former senate president dr. abubakar bukola saraki booed in ilorin as the chant of ole ole ole (thief) takeover the air as he visits kwara. ##url",Abuse,169
train_yoruba_03002,"""@username ode oshi okponu radarada! hope you enjoyed your 2 mins fame didirin.. kpele mr accompany.. alai ni ronu ara galatia!  #sarsmustend #sarsmustend #sarsmustend""",Abuse,168
train_yoruba_01669,"""new lamba “masùn” out everywhere  @username ✌️✌️  prod by: @username ##url",Normal,75
train_yoruba_03398,"""@username senpe olopolo omo ale, wa kekuni🤣🤣🤣 igbe lenu vendor, osinwi omo ofo""",Abuse,80
test_yoruba_00305,"""@username can you imagine?if it were all those old fools,they wld have said the prosthetic leg would be bought for #500m because it will be brought from uk.awon oloriburuku gbogbo. #endsars #muhammadubuharimustgo #endpolicebrutalityinnigera""",Abuse,242
dev_yoruba_00463,Yeye boy come jog lagos governor ole one. Jamie Jamie boy!@GRVlagos,Abuse,67
test_yoruba_00640,"""people that call strangers/acquaintances ""dear"" or ""dearie"" 🤮  yuck!  ori yin ti daru.""",Abuse,88
train_yoruba_02120,"""#ibadan #unilag #taxi #osogbo #ilorin #ekiti #ui #abeokuta #ijebu #taxi #taxifynigeria #transport #driver #efastaxi #kogi #naija #naijaweddings #lokoja #oau #bowen #naijacelebrity @ nigeria ##url",Normal,196
train_yoruba_02977,busa bí ètò ìgbéyàwó ààrẹ buhari kò bá ṣe lọ rèé àwọn ènìyàn nàíjíríà,Normal,69
train_yoruba_02137,"""omo abuké t'ó ní kí ìyá òun gbé òun pòn,ìtàn burúkú ló fé gbó.😅""",Normal,65
train_yoruba_03342,"""@username ọ better awon omo alè jati jati. any yahoo wey den arrest should be thrown into dungeon apani lekun jaiye. eni bonibe am still nursing the pain of almost half a million they st0le from me  ema kuku oro nii awọn oloshi ọmọ""",Abuse,233
dev_yoruba_00021,bí ajá bá wọ́ agbádá iná tí àmọ̀tékùn wẹ̀wù ẹ̀jẹ̀ tí ológìnní woso èkísà apanije ni gbogbo wọn  the dog may wear a fiery dress while the leopard dresses in red blood the cat may appear in a tattered dress they are all carnivoresyoruba heritage,Normal,243
dev_yoruba_00440,"""fellow nigerian youth, please who are the children @username talking about? is he calling us children? ""ogede ti wo koko ye tan o ti wa di igi buruku"" were jatijati... #sorosokegeneration #desmondidiot #goodgovernance""",Abuse,219
train_yoruba_03248,"U be mumu , see gbadego ur mumu never do abi eke nparo funro",Abuse,60
train_yoruba_00408,"""@username 🤡🤡🤡oponu awon ile e ni eleriburuku oponu ole narcos""",Abuse,63
train_yoruba_00482,"""lmao 😂!!! olofo ##url",Abuse,22
train_yoruba_03188,You exercised your right but deprived others of theirs. Ko ni da fun e,Abuse,70
train_yoruba_02742,ẹ̀dá inú omi ti ń dínkù odò gbogbo ti ń wọ ẹ̀wù ìràwé ẹranko inú aginjù ti ń parẹ́ ǹjẹ́ kí ló máa ṣẹlẹ̀ sí àwa ọmọ ènìyàn,Normal,121
train_yoruba_03375,ọmọ àgbàakin jẹ àgbàakin dípò bàbá rẹ̀ àwọn olóyè bẹ́ẹ̀ bẹ́ẹ̀ ni wọ́n yọ kúrò lórí oyè àwọn ọmọ ogun rọ̀gbà yí ìlú ká àwọn tó gbé ọ̀tẹ̀ dìde dúró lórí kí ọba fi ipò sílẹ̀ tàbí kí ó gba ẹ̀mí ara rẹ̀ ṣùgbọ́n aláàfin káràán takú kò jẹ́ mikàn kò,Normal,241
train_yoruba_00399,"""oloriburuku omo ale 🤦🏼‍♂️ ##url",Abuse,32
test_yoruba_00278,"""for member ogun state house of assembly ijebu ode ##url constituency. #omoaraga #aoao ##url",Normal,92
dev_yoruba_00301,"""olofo lon binu ologo... happy birthday @username oganla fuji worldwide ijoba.  allah's continuous rahmah on you and yours always bami""",Abuse,135
train_yoruba_02404,àgbájọ ọwọ́ la fi ń sọ̀yà àjòjì ọwọ́ kan ò gbẹ́rù dórí️to support this project sango yoruba,Normal,91
train_yoruba_01829,"""shey ile baba e lo n pe ni trenches?. omo ale jatijati😏😏""",Abuse,58
test_yoruba_00224,odi igba ti won ba gbegba oroke ki emi to yin wonigba naa ni moma mo boya super eagle niwon toto,Normal,96
train_yoruba_01136,"""peter obi that’s one of the biggest importer we have in nigeria. ori gbadebo ti wa daru pata pata ##url",Abuse,104
train_yoruba_01247,"""just when i thought the year was about coming to an end in peace then #endtunde showed up..... olori buruku, omo rada rada ni tunde yi!!!! ##url",Abuse,145
train_yoruba_01206,"""awon omo ui pelu sokoto buruku   wo sokoto eleyi biti 'iya bose oni kanfu'""",Abuse,76
train_yoruba_00385,àwọn ọ̀bùn a máa fi omi bọ́jú ṣanpá ṣansẹ̀ wọ́n á bọ́ sígboro,Abuse,61
train_yoruba_00438,"""🔵ọlẹ̀ á sọ nínúu gbogbo obìnrin tó ń w'ọ́mọ  🔵bàbá ra ẹran abàmú  - ọmọ inú ọmọ ènìyàn ni 'ọlẹ̀', ọmọ inú ẹranko tàbí ọmọ ẹyẹ ni à ń pè ní 'àmú'.  #inyoruba #yoruba  #learnyoruba #language ##url",Normal,195
train_yoruba_02303,"""@username oponu, oko wo ni won ti gbe ode yi wa. eni ti ba ti join cornvict is now omo ibo , awon oponu""",Abuse,105
test_yoruba_00516,oro mi o ni po pupo nisiyi mo kan fe ran wan leti pe ka maa gbagbe pe omoluabi ni wa kade maa se dede pelu omo lakeji wa,Normal,120
dev_yoruba_00154,"""@username ebola infected bats always looking for who to infect with their dance of shame virus everytime they see obidient antivirus   awon oloriburuku oloshi odanran""",Abuse,168
dev_yoruba_00475,"""@username with iya oloja 😄""",Normal,28
train_yoruba_01958,"""@username you're nothing but a nitwit, numbskull, ewu. oloriburuku, omoale jatiti. omo atohun rin wa, oponu, amukumeko. omo irankiran""",Abuse,135
dev_yoruba_00551,Is Cast nothing like casted..  Oloyinbo oshi,Abuse,44
train_yoruba_03120,"""why do people behave like this? we gave you netflix password, you saw guest profile there o, but no, you went to my personal profile to mess up my timeline with stupid indian movies and series🤦🏾‍♀️ one even tried to change password sometime ago. irú ìwà burúkú wo nìyẹn?😡😡""",Normal,274
train_yoruba_02779,"""stay safe @ oloja estate, papa - epe ##url",Normal,43
train_yoruba_00498,"""@username awon oloshi oniro ofo""",Abuse,33
train_yoruba_02399,"""@username oni sorire,oloburuku,irandinran e lon bawi oloshi omo ale.""",Abuse,70
dev_yoruba_00385,"""@username oloriburuku ni geh yen na""",Abuse,37
train_yoruba_03136,wọ́n torí ajá ńlóṣòó,Abuse,20
train_yoruba_02375,Shut up your mouth Mr olodo,Abuse,27
train_yoruba_03000,"""@username ki odun yi to pari, iwo ati iya e lo ma sanku ati agbado master e.😅 ode alainironu omo werey. iku pa e ati idile e. ofo ni o se🙏🙏😅""",Abuse,142
train_yoruba_00466,cubaaz yorùbá ṣebi ẹyin agba lẹ n ma sọpe a nma pọn mi lẹ di ọngbe ni darapọ cubaaz loni ki o jere ọpọlọpọ anfanni ti o la fiwe ki lo n da ọ duro ẹ kan si wa loni ni,Normal,165
train_yoruba_02923,"""obidients are calling prof. wole soyinka agbaya for calling datti out for debate.  oya, me too i’m challenging @username for debate on how he thinks he wins the election.  oya call me too omokekere🤦🏾  awon oniranu de de""",Abuse,221
train_yoruba_03218,ọ̀kan nínú àwọn igun odi lọndọn ayéàtijọ́ ni o,Normal,46
train_yoruba_01113,"""@username àní werey lopoju ninu gbogbo yín seh! without due respect, you are very stup!d. wtf is this sh*t you just tweeted? damn!""",Abuse,132
dev_yoruba_00014,"""rapish oshi. oloriburuku somebody. kodeni da fun awon to ni e 😡 ##url",Abuse,70
train_yoruba_02198,"""eranko ... omo ale jati jati ! oku ##url",Abuse,41
test_yoruba_00332,"""iku moya ile wa arunmoya ile wa  ofo moya ile wa ese moya ile wa  oran moya ile wa gbogbo ajogun ibi emon ya ile wa ero ona koni yale alakan kobu omi mu""",Normal,154
train_yoruba_02895,"""bori ba pe nile ori le buru oo""",Normal,32
train_yoruba_00518,You are going nowhere ọgbẹni. Rest.,Abuse,35
train_yoruba_02074,"""@username oloriburuku nie se ..ode ma shofo tomo tomo ni""",Abuse,58
dev_yoruba_00424,"""@username oloriburuku ni awon to bi e.... because i no follow you talk....""",Abuse,76
train_yoruba_02685,gbogbo eniyan ni a bi ni ominira iyi ati eto kookan si dogba won ni ebun ti laakaye ati ti eriokan o si ye ki won o maa huwa si ara won gege bi omo iya,Normal,151
test_yoruba_00724,"""if you live in osogbo around omobolanle through leisure springs hotel/ estate axis. stay indoors, igboro ti dàrú. until the riots are over.  rt  #endsars""",Normal,155
dev_yoruba_00708,"""visit to the oloja of igba in ondo east local government ##url",Normal,63
dev_yoruba_00239,"""ìwé òwe 17:16  [16] nitori kini iye owo yio ṣe wà lọwọ aṣiwère lati rà ọgbọ́n, sa wò o, kò ni oye?""",Normal,100
train_yoruba_01941,"""@username your mobile app is not working for the past 5 hours and you want cashless policy to succeed, abi oloriburuku ni yin ni.""",Abuse,131
train_yoruba_01894,"""@username werey gidi  osinwin eniyan radarada  look at the audacity calling the lagos state governor to apologise? you lots that have never been bold enough to call out any of your governors, talkless of apologising. hypocritical bast@username !!""",Abuse,248
test_yoruba_00369,"""we fought hard to rescue lagos from the omoale oloriburuku ##url",Abuse,65
test_yoruba_00007,You're already a failure and failures have nowhere near Lagos treasuries. Sanwo-olu shall win. Lagos need no olounraye like you.,Abuse,128
train_yoruba_01591,"""this is what many people (even christians) tag miracle alert.  o ti gbe gbogbo enu e soun, ole jatijati. lori owo olowo 😏 ##url",Abuse,128
dev_yoruba_00560,"""@username 😂😂🤣🤣....oloriburuku ni awon mixers yi ooh""",Abuse,53
train_yoruba_03055,"""@username werey is an understatement. awon oloriburuku alatenuje meji.""",Abuse,72
test_yoruba_00430,emi ló fa sábàbí tí a fi máa ń fi orúkọ àpèlé agbẹ́jọ́rò àti ọba ìlọrin ìgbà kan rí kọ́lápọ̀ sulugambari pe ẹni tí kò já fáfá nílẹ̀ yoòbá ǹjẹ́ ẹ lè sọ fún mi bí,Abuse,160
train_yoruba_01861,ǹjẹ́ ìwọ́ mọ̀ pé àwọn òwu ti gbé ìlú ìbàdàn rí wọ́n gbé ní òkè òyìnbó agodi wọ́n sì kọ́ ìloro,Normal,93
train_yoruba_00708,"""kiitete bi'nun sugbon awon omo ale eniyan niifaa.""",Normal,51
train_yoruba_01215,ewoo emii fe fi asiko yii upload omu breast nii oo torii mii o mon asiwerey okunrin kan too maa prefer idi oshii wey awon omu yii ooo asin tii o ba feran omu orun apadi nii straight shoni oyaa werey nii abii kilowi mo so,Abuse,220
dev_yoruba_00163,"""uncle se olodo niyin ni sir? 😂😂😂😂 ##url",Abuse,40
dev_yoruba_00233,tùwọ́n nínú olúwa tù wọ́n nínú àgàn tí kò rọ́mọ gbé pọ̀n tù wọ́n nínú olúwa,Normal,78
train_yoruba_03272,"""to all the lagos great nigeria youths ! this is olosan police station dpo moshin . you guys should do the needful .... oloriburuku ómon radarada, ómon ale yoruba #endsars #lagosprotestsagain #endsarsprotests #aishayesufu #lagosprotesters ##url",Abuse,244
dev_yoruba_00373,"""ọmọ alè jatijati!!! you are not better than the person sentenced to death. ##url",Abuse,81
train_yoruba_01993,ògúnǹdé ní yorùbá sọ ara wọn di bọ́ọ̀lù fáráyé gbá tó bá gbá wọn sókè wọ́n á tún gbá wọn sísàlẹ̀,Abuse,96
train_yoruba_00119,"""dragging your own father for retweets....look here my dear, oloriburuku omo nie🤦‍♂️🤦‍♂️🤦‍♂️ ##url",Abuse,98
dev_yoruba_00097,parioweyii  egungun tí a sọ mọ ajá lọ́rùn  ibeere yoruba owe,Normal,60
train_yoruba_00874,"""@username olofo ni bobo yen se😅  owo ma to ba werey ara e😅""",Abuse,60
train_yoruba_01050,"""awon eleyi tilo shoge daran, awon ologe iya😂🤣 ##url",Abuse,52
train_yoruba_02010,"""@username iwo ati tani!! abi ori eleyi o pe ni. you and who! abi aye fe baje ni! do you know me? awon wo lo ran eh wa? abi ko fe ragba fun eh ni? ta lo lulu fun eh to ni ko ma jo? ko de ni da fun iwo ati awon to ni eh. omo ale jati jati. ko shi danu""",Abuse,251
train_yoruba_02893,gbogbo ayé mà ti mọ̀ póṣùpá sàhídì ọba lójú tó pawó ojú tó pawó kó má ì wọ poster ni wọn ò wá ní nàka kón tó ma fàwa hàn mọ́ tóṣùpá bá yọ gbogbo ayé ti mọ̀ pé mo dé saheed oṣupa,Normal,177
train_yoruba_03274,"""@username ta lo ni mummy ofo, ta lo ni mummy oloshi. both of you are mad, if you don't have anyone to tell you. awon agbaya radarada""",Abuse,134
train_yoruba_00335,Oloriburuku. Campaign yen gan lo pa yin danu.,Abuse,45
train_yoruba_02019,a kì í fura sí ẹni tí a ńbá rìn ẹni tí a bá ńfura sí a kì í bá irú wọn rìn do not be suspicious of those you associate with those you suspicious of should not be your close associates build trust avoid paranoia be positive and forwardlooking,Normal,241
dev_yoruba_00330,"""mad people have taken over the nigerian press... awon òmó ale jatijati ##url",Abuse,77
train_yoruba_00373,àpón ni mí mi ò láya nílé àkùkọ gọ̀lọ̀tọ̀ mí múra tán ọ́ ge fìlà lórí sányán ọ́ ní òun re òde ìyàwó wọ́n ní tèmi ńkọ́ mo ní ọlódùmarè lọ́ ń ṣe aya,Normal,146
train_yoruba_02345,bí ògbómọ̀ṣọ́ ṣe di ògbómọ̀ṣọ́,Normal,30
test_yoruba_00584,"""mo ni time iya lale yi.  ma wa iya, ma de fo lenu.  shebi keyboard gangster ni iya abi?  won ko ni le abi? igboro yi, ama ko iya'e manners.   omo ale ##url",Abuse,156
train_yoruba_03048,"""@username abi, gbogbo eleyi o neccessri, ko neccessri rara.""",Normal,61
train_yoruba_02827,gbogbo àkàṣù kọ́ ló ń fojú kan ẹ̀fọ́ gbogbo ọmọ ọba kọ́ ló ń dádé translation not every morsel gets to meet the vegetable not all princes get crowned lesson it takes being extraordinary to be chosen,Normal,198
train_yoruba_02552,"""@username eti ya wèrèy""",Abuse,24
train_yoruba_03150,olódodo ni olùfẹ́ àṣà níṣe ní ma ń sábà rt ń gbogbo ìgbà tí n bá sọ̀tumọ̀ orúkọ,Normal,80
test_yoruba_00593,ọkùnrin kan fun bí aláàfin onígbógi ti wàjà ní gbẹrẹ ọmọ rẹ̀ òfiràn gun orí ìtẹ́ aláàfin òfiràn pẹ̀lú ìrànlọ́wọ́ àwọn ọmọ ogun bàrìbà kógun ja ìlú kan nínú ọ̀yọ́ tí ń jẹ́ ìràwó èyí wùn mí èmi ò fẹ́ èyí ló mú kí òfiràn àti àwọn ọmọ ogun bàrìbà fi ya,Normal,248
train_yoruba_01810,"""@username ofo lo ma se! e no go better for your papa. aiye e ma baje ni. omo ale jatijati!""",Abuse,92
train_yoruba_00324,ìlú ẹ̀pẹ́ ní ìpínlẹ̀ èkó ní àwọn olùgbé ìlú ọ̀tọ̀ọ̀tọ̀ méjì tí a mọ̀ sí ìjẹ̀bú ẹ̀pẹ́ àwọn tó kọ́kọ́ tẹ̀dó sí ẹ̀pẹ́ àti èkó ẹ̀pẹ́ àwọn àlejò tí wọ́n gbà sí ìlú àwọn méjèèjì ní ọba wọn ìjẹ̀bú ọlọ́jà ẹ̀pẹ́ èkó olú ẹ̀pẹ́,Normal,216
train_yoruba_01365,"""try it if you will not spend the rest of your life in kirikiri. ode olori didan oshi ##url",Abuse,91
train_yoruba_01380,ìkórajọ arálùú ni ẹ fẹ́ dá dúró ẹ ti gbàgbé pé ìjọba àwaarawa la wà,Normal,68
train_yoruba_00902,"""better don't miss out tonight. clubvolcanoabuja is shutting @username down. olori oko awon mami the #akwaba master #ibile enyan #onyeeze one and only @username is in the building. eleyi ma loud… ##url",Normal,201
dev_yoruba_00651,ọ̀gínní ọmọ íyáyọ̀ dájọ́ ikú jà ẹkùn a b ìjà wàrà ẹranko atorímẹ́ranjẹ alábẹ lọ́wọ́ olóólà ijù   ẹkùn a bi,Normal,106
test_yoruba_00399,ìwádìí ti fi hàn pé ìṣe àṣà ẹ̀sìn ìjẹ̀bú sudan àti ethiopia fara bára dọ́gba ètò ìsìnkú olúsìn òòṣà agẹmọ àti erikiran àwọn ìlú wọ̀nyí ò yàtọ̀ bákan náà,Normal,152
train_yoruba_02876,wọ́n sì lé ọ̀pọ̀ àwọn ẹ̀mí èṣù jáde wọ́n sì fi òróró kún ọ̀pọ̀ àwọn tí ara wọ́n ṣe aláìda wọ́n sì mú wọn láradá,Normal,112
train_yoruba_00633,"""@username iru baba wo ni eleyi nitori olorun🤦🏼‍♀️🤦🏼‍♀️ ki omo odun mejo lo se ise owo, amiyah’s god will judge you according to the good work of your hand, e ku itoju""",Abuse,168
train_yoruba_01787,ajátíógbóojú ► ajá tó gbójú la mú de ilé it is a fierce dog that guard our house when away ajáńgbóojú ► ajáńgbójú,Normal,113
train_yoruba_00728,ṣàṣà ènìyàn ní ń fẹ́ni bá ò sí nílé tẹrú tọmọ tajá tẹran ní í fẹ́ni lójú ẹni only a few persons have your interes,Abuse,113
test_yoruba_00469,"""both of you...omo ale jati jati,ina ma joyin gbeyin ni👌🏽 ##url",Abuse,63
train_yoruba_01769,"""májẹ̀mú ẹ̀jẹ̀ jésù fúnni láwọn àǹfààní ńlá. majẹmu atijọ ni a ti fi idi rẹ mulẹ nipa fifi awọn ẹran alaiṣẹ rubọ - ẹjẹ wọn di ami ti aanu bi ẹranko ti di aropo fun ẹni ti o jẹbi. nigbana ni jesu mu majẹmu titun kan ninu ẹjẹ ara rẹ. ##url",Normal,237
train_yoruba_01863,"""@username you are a stupid retarded mofo..oloriburuku omo ale jati jati aridin agba, it is u n ur generation that is made by n for d devil.""",Abuse,141
test_yoruba_00115,"""you must be a bastard. omo ale jati jati . ko ni ye e ##url",Abuse,60
train_yoruba_03340,"""@username abirun omo eran ashiere alailojuti  is this what you fo0ls have reduced his death to, cheap dirty politics? eyin werey adojutini""",Abuse,140
train_yoruba_02886,"""ba onire yo o! olofo lo n binu ologo!""",Normal,39
train_yoruba_02723,"""lekki people will just put one gate on a street and call it estate. awon oniranu""",Abuse,82
train_yoruba_00684,"""@username the tolotolo that abused me yesterday. you can see your life outside. ode. atole jati jati.""",Abuse,103
test_yoruba_00657,ẹ káàárọ̀ o olúọ̀run ọba tó jíwa sayé sórí ilẹ̀ alààyè lówúrọ̀ tènìí àwa dúpé púpọ̀ lọ́wọ́ rẹ o kábíọ́òsí o,Normal,107
train_yoruba_03393,yùsúfù ọlátúnjí ló mìgboro tìtì nísíwọ́n ní àgbà ò sí nílùú ìlú bàjẹ́ baálé ilé kú ilé di ahoro sakara orin yoruba,Normal,114
test_yoruba_00066,kú orí ire oo wà á dàgbà bí àgbà tíí dàgbà o ò ní dàgbàyà kú ọjọ́ ìbí o bílíkí súlè,Normal,83
dev_yoruba_00559,"""olowo n shey òrẹ́  olowo  oloshi n shey ọ̀ta arawon""",Normal,53
train_yoruba_01998,olóríire ńkóre bá ni olórí burúkú a sì máa kó búburú ran ni ẹ gbàgbé ọmọọ̀dọ̀ juliet tó jí ọmọ ọ̀rẹ́kọ̀yà mẹ́tẹ̀ẹ̀ta gbé,Abuse,120
train_yoruba_00448,"""apc said you should stone them if they failed but you are there shouting emilokan. oloriburuku ni ẹ sẹ...""",Abuse,107
train_yoruba_01255,èèwọ̀ ṣàngó kì í jẹ èṣù kọ ìkòyí ò gbọdọ̀ jẹ,Normal,44
train_yoruba_00458,"""on-going replacement of oke alafia, atikori, ijebu-igbo old transformer with new one to boost the installation of mojole new transformer. facilitated by the rt. hon. abdel-majid adesegun adekoya (attacker) today, sunday, 27th november,  2022. alhamidulillahi. ##url",Normal,266
dev_yoruba_00078,My Governor no be audio Governor. Sanwo’Olu Le kan si!,Normal,54
train_yoruba_00937,"""@username abi oloriburuku lawon eleyi?""",Abuse,40
train_yoruba_01279,ọmọọ rẹ̀ alsalihu tó lọ sí ṣókótó láti lọ kọ́ nípa ìmọ̀ ẹ̀sìn lọ́dọ̀ shehu usman dan fodio ló mú ẹ̀sìn ìmàle wá sílẹ̀ yoòbá,Normal,123
train_yoruba_01129,"""all of them put together and thier oga, including those acquiescence to this gibberish. i am utterly ashamed of them, i thought some of them have good names but this political season has shown how shameless they can be..o ri wọn ti dàrú, awọn ole àgbàlálagba ##url",Abuse,265
train_yoruba_00710,"""honestly if our senseless government know how to embezzle crypto am 1000% sure they will never ban it. am sure they don't know that banning crypto is just like saying they are banning dollars....🤣🤣🤣 awon werey jatijati oponu ode alainironu!!!""",Abuse,244
train_yoruba_00328,àti o àti ìjọba o kò sẹ́ni tó ládèéùn nínú àwọn méjéèjì ṣíọ̀,Abuse,60
dev_yoruba_00038,"""olofo loun binu ologo""",Abuse,23
train_yoruba_01613,"""@username orí eléyi ti burú ṣá""",Abuse,32
test_yoruba_00095,kì í burú burú kó má ku ẹnì kan kan mọ́ ní ẹni tí yóó kú la ò mò àṣé èèyan tún le rí olùrànlọwọ nínú irúu wàhálà yìí,Normal,116
test_yoruba_00596,"""oniro ofo! oniro offo!! ##url",Abuse,30
train_yoruba_02294,ìràwọ̀ ọ̀sán gangan tó ohun tí gbogbo àwọn àgbàlagbà ńpéjọ wò a star that shows up at noon merits the undivided attention of all the elders an unprecedented issue deserves unusual attention,Normal,189
train_yoruba_02037,"""baba iya re radarada oniranu ##url",Abuse,35
train_yoruba_02908,ẹ̀yín ará ẹ jẹ́ kí elédùà jẹ́ olùrànlọ́wọ́ wa ní gbogbo ìgbà ẹ̀dá èèyàn á máa dójú tini nígbà míràn,Normal,99
train_yoruba_00657,àfọ̀njá nkọ́ aà jí bí ṣé àwọn fúlàní ò máa yọ yín lẹ́nu,Normal,55
train_yoruba_03152,ahaha èyàn ò róorun sùn ajá nhanrun,Abuse,35
train_yoruba_03166,"""eléyí pẹ̀lú budweiser tútù, mortuary standard bí merin náà ò bad at all, lóní òpin ọ̀ṣẹ̀, ìsinmi wà. ##url",Normal,107
train_yoruba_01067,"""if sanwo olu no burst laugh for that guy, he must be bitter sha cos 😂😂😂  ""mo kan jeun bi oloshi"" 🤦🏼‍♂️😂😂😂😂😂""",Abuse,109
test_yoruba_00152,"Reject APC, reject tinubu the chief ole in Lagos",Abuse,48
train_yoruba_02205,"""ape ènìyàn l'ékùn 🦁,inún rè ndùn sùgbón ní kété tí apèéní eranko,ómúnra ìjà,kòsí ìyàtò kankan l'áàrin méjéèjì. ònàntí agbà pèé l'óyàtò😂 ekáarò èyin ènìyàn mi""",Normal,159
test_yoruba_00488,Olodo ni yin sha,Abuse,16
